"메인 키","분류명","공간명(한글)","공간명(영어)","개관년도","지역","우편번호","주소","상세주소","전화번호","홈페이지"
"697","공연장","아리랑소극장","Arirang Theater","1996","종로구  ","       ","서울시 종로구 동숭동 1 - 153 번지","","02-741-5332","http://www.arirangv.co.kr"
"698","공연장","아리랑아트홀","Arirang Art Hall","1998","성북구  ","       ","서울시 성북구 돈암동 51-49호","","02-942-0635","http://cafe.daum.net/arirangart"
"699","도서관","아리랑정보도서관","","    ","성북구  ","136-891","서울시 성북구 아리랑로 82","","02-3291-4990","http://www.yangjaewc.or.kr"
"700","전시시설","아소갤러리","","    ","강남구  ","135-732","서울시 강남구 테헤란로 521","인터컨티넨탈호텔 1층H24호","02-558-6430","http://www.gasan.or.kr"
"701","공연연습실(대학로)","아시아공원 원형무대","","    ","송파구  ","138-892","서울시 송파구 올림픽로 44","아시아공원 內","02-410-3690","http://www.guswc.org"
"702","공연장","아이러브아트홀","EYE LOVE ART HALL","2018","강남구  ","06022  ","서울시 강남구 압구정로32길 30 (신사동)","아이러브아트센터 2층","070-5222-3778","http://eyeloveartcenter.com/"
"703","전시시설","아츠스테이 갤러리","ARTXSTAY Gallery in Mullae","2017","영등포구 ","07299  ","서울시 영등포구 문래동3가 54-43","3F 코워킹 / B1 갤러리","02-2069-1668",""
"704","전시시설","아츠스테이 시청점","ARTXSTAY Co-working in Cityhall","2018","중구   ","04533  ","서울시 중구 을지로 지하 12 (을지로1가, 시청광장지하쇼핑센터)","새특 3-1~2, 4-1~7","02-2069-1668",""
"705","공연장","아츠플레이씨어터 1관","Arts Play Theater 1","2007","종로구  ","       ","서울시 종로구 동숭동 1-58","","02-747-4702,02-594-4205","http://www.arts-play.co.kr"
"706","공연연습실(대학로)","아츠플레이씨어터1관","","    ","종로구  ","110-809","서울시 종로구 대학로8가길 30","2F,3F","02-1577-5878","http://blog.naver.com/ellip77"
"707","전시시설","아카스페이스","","    ","종로구  ","110-778","서울시 종로구 인사동5길 29","태화빌딩 B1","02-725-5757","http://www.cmah.or.kr"
"708","공연연습실(대학로)","아트선재 센터(공연장)","","    ","종로구  ","110-200","서울시 종로구 율곡로3길 87","","02-733-8945","http://www.artsonje.org"
"709","공연연습실(대학로)","아트센터K","","    ","종로구  ","110-530","서울시 종로구 대학로14길 29","","02-741-9935","http://blog.naver.com/factory2011"
"710","공연장","아트센터K 네모극장(구,원더스페이스 네모극장)","Wonder Space Theater(Nemo)","2005","종로구  ","       ","서울시 종로구 혜화동 163-24번지 원더스페이스","","02-763-1355","http://www.wonderspace.co.kr"
"711","공연장","아트센터K 동그라미극장(구,원더스페이스 동그라미극장)","Wonder Space Theater(Donggeurami)","2005","종로구  ","       ","서울시 종로구 혜화동 163-24번지 원더스페이스","","02-763-1355","http://www.wonderspace.co.kr"
"712","공연장","아트센터K 세모극장(구,원더스페이스 세모극장)","Wonder Space Theater(Semo)","2005","종로구  ","       ","서울시 종로구 혜화동 163-24번지","","02-763-1355","http://www.wonderspace.co.kr"
"713","미술관","아트센터나비","","    ","종로구  ","110-728","서울시 종로구 종로 26","SK본사빌딩 4층","02-2121-1031","http://www.nabi.or.kr"
"714","전시시설","아트스페이스풀","","    ","종로구  ","110-803","서울시 종로구 세검정로 9길 91-5","","02-396-4805",""
"715","공연장","아트씨어터 문","Art Theter Mu:n","2007","종로구  ","       ","서울시 종로구 명륜3가 140-4번지 태연 빌딩 지하 1층.","","02-745-8960","http://http://blog.naver.com/ellip77?Redirect=Log&logNo=60050220660"
"716","공연연습실(대학로)","아트씨어터문","","    ","종로구  ","110-812","서울시 종로구 성균관로3길 23","태연빌딩 B1","02-745-8960","http://blog.naver.com/ellip77"
"717","전시시설","아트파크","","    ","종로구  ","110-230","서울시 종로구 삼청로 129","","02-733-8500,02-3210-2300","http://www.ceciltheater.com/theater/intro.htm"
"718","전시시설","아트포럼뉴게이트","","    ","종로구  ","110-524","서울시 종로구 대명1길 16-7","","02-517-9013","http://www.forumnewgate.co.kr"
"719","공연장","아트홀 봄","Art Hall bom","2006","동작구  ","       ","서울시 동작구 대방동 345-1 서울여성플라자 1층 아트홀 봄","","02-810-5084","http://www.artbom.or.kr"
"720","공연장","아티스탄홀","Artistan Hall","2007","종로구  ","       ","서울시 종로구 동숭동 1-35","","02-786-3134","http://www.artistan.co.kr"
"721","공연연습실(대학로)","아티스탄홀","","    ","종로구  ","110-522","서울시 종로구 창경궁로 241-1","3층","02-786-3134","http://www.artistan.co.kr/"
"722","공연연습실(대학로)","악어극장","","    ","종로구  ","110-521","서울시 종로구 성균관로 48-2","2층","02-764-8760","http://www.aga99.co.kr/"
"723","공연장","알과핵 소극장","Theater Egg & Nucleus","1998","종로구  ","       ","서울시 종로구 동숭동 1-140","","02-745-8833","http://www.eggnuc.com"
"724","공연장","암사어린이 극장","Amsa Children Theater","    ","강동구  ","       ","서울시 강동구 암사동116-22(암사동 선사유적지 근처)","","02-481-8808","http://www.wooripp.co.kr"
"725","공연장","압구정 로데오 극장","RodeoTheater","2012","강남구  ","       ","서울시 강남구 신사동 657-32 지하 1층","","02-511-1776","http://www.snowdreop2.com"
"726","공연연습실(대학로)","압구정예홀","","    ","강남구  ","135-896","서울시 강남구 언주로174길 30","로빈명품관 B1","02-541-8367,02-541-6693","http://www.gangbuk.or.kr"
"727","공연장","애경아트홀","Aekyung Art Hall","    ","구로구  ","       ","서울시 구로구 구로5동 573번지 애경 백화점 내 5층","","02-861-3337","http://www.aktown.co.kr/branch/guro_11_kids.jsp"
"728","복지관","양재종합사회복지관","","    ","서초구  ","137-887","서울시 서초구 남부순환로 2610","","02-579-4783~4","http://www.dadoart.com"
"729","공연장","양천 문화회관 대극장","YANGCHEON CITY HALL","1998","양천구  ","       ","서울시 양천구 목동서로 367(신정동 322번지)","","02-2646-5870","http://www.yangcheonart.go.kr/"
"730","도서관","양천도서관","","    ","양천구  ","158-055","서울시 양천구 목동서로 113","","02-20623-900","http://www.mcyouth.or.kr"
"731","지방문화원","양천문화원","","    ","양천구  ","158-885","서울시 양천구 목동서로 367","양천구민회관 별관5층","02-2651-5300","http://www.양천문화원.kr"
"732","공연연습실(대학로)","양천문화회관","","    ","양천구  ","158-885","서울시 양천구 목동서로 367","","02-2646-5870","http://poongnap.dasan.org"
"733","공연연습실(대학로)","어린이공원 돔아트홀","","    ","광진구  ","143-847","서울시 광진구 능동로 216","","02-3437-2002",""
"734","공연연습실(대학로)","어린이회관 무지개극장","","    ","광진구  ","143-847","서울시 광진구 광나루로 441","","02-2204-6028",""
"735","전시시설","어반아트","","    ","강남구  ","135-889","서울시 강남구 압구정로12길 51","어반빌딩 3층","02-511-2931","http://www.cyc.or.kr"
"736","공연장","언더스탠드 에비뉴 아트스탠드","UNDER STAND AVENUE ART STAND","2016","성동구  ","04769  ","서울시 성동구 왕십리로 63 (성수동1가, 언더 스탠드 에비뉴)","언더 스탠드 에비뉴 아트 스탠드","02-812-6008",""
"737","전시시설","얼갤러리","","    ","강남구  ","135-889","서울시 강남구 압구정로12길 51","어반빌딩 3층","02-516-7573","http://www.youthzone.or.kr"
"738","전시시설","엔비전스","","    ","서대문구 ","120-833","서울시 서대문구 연세로 8-1","신촌버티고타워 9,10층","02-313-9977","http://www.ydart.co.kr"
"739","공연연습실(대학로)","엔젤씨어터","","    ","양천구  ","158-050","서울시 양천구 안양천로 939","","02-2651-3915","http://www.spcc.or.kr"
"740","공연연습실(대학로)","여해문화공간","","    ","중구   ","100-391","서울시 중구 장충단로 204","","02-2274-0161","http://www.hyrepertory.com"
"741","공연연습실(대학로)","역삼1동 문화센터 문화예술회관","","    ","강남구  ","135-936","서울시 강남구 역삼로7길 16","","02-2176-0720","http://www.saeun.com"
"742","도서관","역삼도서관","","    ","강남구  ","135-936","서울시 강남구 역삼로7길 16","5층","02-508-1139","http://www.hgyouth.or.kr"
"743","청소년수련관","역삼청소년수련관","","    ","강남구  ","135-928","서울시 강남구 논현로 64길 7","","02-550-3600","http://www.altpool.org"
"744","공연연습실(대학로)","연극사랑 솔나무극장","","    ","종로구  ","110-524","서울시 종로구 대학로11길 43","B1","02-744-1891",""
"745","공연장","연극실험실 혜화동1번지","Hyehwa-dong 1st number","1993","종로구  ","       ","서울시 종로구 혜화동 88-1","","","http://www.sorihall.com"
"746","공연장","연세대학교 노천극장","","2000","서대문구 ","       ","서울시 서대문구 성산로 262 연세대학교 노천극장","","02-2123-3818~9","http://www.ycac.yonsei.ac.kr"
"747","공연연습실(대학로)","연세대학교 백주년기념관","","    ","서대문구 ","120-749","서울시 서대문구 연세로 50","","02-2123-2114,02-3818~9","http://www.junggye.or.kr"
"748","공연장","연우소극장","Yeonwoo Theater","1987","종로구  ","       ","서울시 종로구 혜화동 53-9 다림빌딩 지하 연우 소극장","","02-744-7090","http://iyeonwoo.co.kr"
"749","공연연습실(대학로)","연우소극장","","    ","종로구  ","110-530","서울시 종로구 창경궁로35길 21","","02-744-7090","http://www.iyeonwoo.co.kr"
"750","공연장","연진아트홀","Champ Theater","2006","종로구  ","       ","서울시 종로구 동숭동 31-9","","",""
"751","공연연습실(대학로)","열린극장","","    ","종로구  ","110-522","서울시 종로구 창경궁로 258-12","","02-743-6474",""
"752","공연장","열림홀","openhall","2007","종로구  ","       ","서울시 종로구 연지동 136-25 가나의집 B2","","","http://http://cafe.daum.net/openhall153"
"753","공연연습실(대학로)","영등포문화예술회관","","    ","영등포구 ","150-030","서울시 영등포구 신길로 275","","02-2670-4097",""
"754","지방문화원","영등포문화원","","    ","영등포구 ","150-030","서울시 영등포구 신길로 275","","02-846-0155~6","http://www.ydpcc.co.kr/"
"755","공연장","영등포아트홀","Yeongdeungpo Art Hall","2009","영등포구 ","       ","서울시 영등포구 제물포길 213번지 ","","02-2670-4080 ","http://arthall.ydp.go.kr"
"756","공연연습실(대학로)","영등포아트홀","","    ","영등포구 ","150-720","서울시 영등포구 제물포길 213","","02-2670-4080","http://arthall.ydp.go.kr"
"757","복지관","영등포종합사회복지관","","    ","영등포구 ","150-851","서울시 영등포구 신길로13길 4","","02-845-5331","http://www.childfund-ydp.or.kr"
"758","도서관","영등포평생학습관","","    ","영등포구 ","150-808","서울시 영등포구 버드나무로 15길 10","","02-6712-7505,02-6712-7533~4","http://ydpllc.sen.go.kr"
"759","공연연습실(대학로)","영산아트홀","","    ","영등포구 ","150-968","서울시 영등포구 여의공원로 101","국민일보빌딩 B2","02-6181-5260~1","http://www.youngsanarthall.com"
"760","공연연습실(대학로)","영산양재홀","","    ","서초구  ","137-888","서울시 서초구 바우뫼로37길 45","","02-571-7689,02-571-5509","http://www.sschild.sc.or.kr"
"761","공연연습실(대학로)","예림당아트홀","","    ","강남구  ","135-756","서울시 강남구 언주로 337","2층","02-738-8289",""
"762","전시시설","예맥화랑","","    ","강남구  ","135-822","서울시 강남구 강남대로 546","삼양빌딩 B1","02-549-8952~3",""
"763","전시시설","예성화랑","","    ","종로구  ","110-170","서울시 종로구 인사동9길 31","","02-738-3639","http://www.chongdong.com"
"764","공연장","예술공간 SM(구.스타시티SM스테이지)","Starcity SM Stage","2013","종로구  ","       ","서울시 종로구 명륜4가 113-1 스타시티 빌딩","","02-765-7500","http://http://www.arthallstarcity.com"
"765","공연장","예술공간 라푸푸","","2012","종로구  ","       ","서울시 종로구 동숭동 26번지 지하","","02-7477-5879","http://cafe.naver.com/lapupuground"
"766","공연장","예술공간 서울","Art Space Seoul","2012","종로구  ","       ","서울시 종로구 명륜2가 93번지","","02-764-7462","http://cafe.daum.net/artspaceseoul"
